player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Carlos Rodón,MLMA-CRO,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Carson Williams,MLMA-CW,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Major League Material Auto Relic,True
Dansby Swanson,MLMA-DS,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Major League Material Auto Relic,False
Daulton Varsho,MLMA-DV,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Major League Material Auto Relic,False
Evan Carter,MLMA-EC,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,Major League Material Auto Relic,False
Freddie Freeman,MLMA-FF,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Freddy Peralta,MLMA-FP,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Auto Relic,False
Alex Freeland,MLMA-FRE,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,True
Fernando Tatis Jr.,MLMA-FT,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Major League Material Auto Relic,False
Gunnar Henderson,MLMA-GH,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Major League Material Auto Relic,False
George Springer,MLMA-GS,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Major League Material Auto Relic,False
Hyeseong Kim,MLMA-HK,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Jose Altuve,MLMA-JA,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,Major League Material Auto Relic,False
Junior Caminero,MLMA-JC,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Major League Material Auto Relic,False
Jac Caglianone,MLMA-JCA,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,Major League Material Auto Relic,True
Jackson Chourio,MLMA-JCH,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Auto Relic,False
Jazz Chisholm Jr.,MLMA-JCJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Jasson Domínguez,MLMA-JD,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Jung Hoo Lee,MLMA-JHL,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Major League Material Auto Relic,False
Josh Lowe,MLMA-JL,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Major League Material Auto Relic,False
Jackson Merrill,MLMA-JM,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Major League Material Auto Relic,False
Jacob Misiorowski,MLMA-JMI,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Auto Relic,True
Julio Rodríguez,MLMA-JR,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Major League Material Auto Relic,False
Kyle Teel,MLMA-KT,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Major League Material Auto Relic,True
Kyle Tucker,MLMA-KTU,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Major League Material Auto Relic,False
Luis Arraez,MLMA-LA,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Major League Material Auto Relic,False
Lawrence Butler,MLMA-LB,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Major League Material Auto Relic,False
Luis Castillo,MLMA-LC,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Major League Material Auto Relic,False
Lars Nootbaar,MLMA-LN,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Major League Material Auto Relic,False
Logan Webb,MLMA-LW,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Major League Material Auto Relic,False
Matt Chapman,MLMA-MC,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Major League Material Auto Relic,False
Michael Harris II,MLMA-MH,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Manny Machado,MLMA-MM,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Major League Material Auto Relic,False
Mike Trout,MLMA-MT,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Major League Material Auto Relic,False
Masyn Winn,MLMA-MW,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Major League Material Auto Relic,False
Nico Hoerner,MLMA-NH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Major League Material Auto Relic,False
Nick Kurtz,MLMA-NK,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Major League Material Auto Relic,False
Nolan Schanuel,MLMA-NS,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Major League Material Auto Relic,False
Ozzie Albies,MLMA-OA,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Pete Alonso,MLMA-PA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Major League Material Auto Relic,False
Patrick Bailey,MLMA-PB,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Major League Material Auto Relic,False
Paul Skenes,MLMA-PS,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Major League Material Auto Relic,False
Randy Arozarena,MLMA-RA,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Major League Material Auto Relic,False
Ronald Acuña Jr.,MLMA-RAJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Riley Greene,MLMA-RG,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,Major League Material Auto Relic,False
Royce Lewis,MLMA-RL,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Major League Material Auto Relic,False
Roki Sasaki,MLMA-RS,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Ryan Ritter,MLMA-RY,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,Major League Material Auto Relic,True
Sal Frelick,MLMA-SF,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Auto Relic,False
Shota Imanaga,MLMA-SI,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Major League Material Auto Relic,False
Spencer Strider,MLMA-SS,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Spencer Schwellenbach,MLMA-SSC,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Teoscar Hernández,MLMA-TH,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Troy Melton,MLMA-TM,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,Major League Material Auto Relic,True
Tarik Skubal,MLMA-TS,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,Major League Material Auto Relic,False
Tyler Soderstrom,MLMA-TSO,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Major League Material Auto Relic,False
Vladimir Guerrero Jr.,MLMA-VG,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Major League Material Auto Relic,False
William Contreras,MLMA-WC,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Auto Relic,False
Carson Whisenhunt,MLMA-WHI,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Major League Material Auto Relic,True
Wyatt Langford,MLMA-WL,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,Major League Material Auto Relic,False
Will Smith,MLMA-WS,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Yoshinobu Yamamoto,MLMA-YY,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Major League Material Auto Relic,False
Junior Caminero,MLMDA-CAW,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Major League Material Dual Auto Relic,False
Carson Williams,MLMDA-CAW,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Major League Material Dual Auto Relic,False
Jackson Chourio,MLMDA-CY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Dual Auto Relic,False
Christian Yelich,MLMDA-CY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Major League Material Dual Auto Relic,False
Julio Rodríguez,MLMDA-IR,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Major League Material Dual Auto Relic,False
Ichiro,MLMDA-IR,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Major League Material Dual Auto Relic,False
Aaron Judge,MLMDA-JJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Dual Auto Relic,False
Derek Jeter,MLMDA-JJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Dual Auto Relic,False
Reggie Jackson,MLMDA-TJ,2026 Topps Series 1 Baseball,2026,Baseball,California Angels,Auto,Major League Material Dual Auto Relic,False
Mike Trout,MLMDA-TJ,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Major League Material Dual Auto Relic,False
Aaron Judge,HLAR-AJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Andruw Jones,HLAR-AJO,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Heavy Lumber Auto Relic,False
Andrew McCutchen,HLAR-AM,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Heavy Lumber Auto Relic,False
Adley Rutschman,HLAR-AR,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Heavy Lumber Auto Relic,False
Byron Buxton,HLAR-BB,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Heavy Lumber Auto Relic,False
Bryce Harper,HLAR-BH,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Heavy Lumber Auto Relic,False
Bernie Williams,HLAR-BW,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Bobby Witt Jr.,HLAR-BWJ,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,Heavy Lumber Auto Relic,False
Corbin Carroll,HLAR-CCA,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,Heavy Lumber Auto Relic,False
Chipper Jones,HLAR-CJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Heavy Lumber Auto Relic,False
Cal Ripken Jr.,HLAR-CR,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Heavy Lumber Auto Relic,False
Derek Jeter,HLAR-DJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
David Ortiz,HLAR-DO,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Heavy Lumber Auto Relic,False
David Wright,HLAR-DW,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Heavy Lumber Auto Relic,False
Eddie Murray,HLAR-EM,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Heavy Lumber Auto Relic,False
Freddie Freeman,HLAR-FF,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Heavy Lumber Auto Relic,False
Fernando Tatis Jr.,HLAR-FT,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Heavy Lumber Auto Relic,False
Frank Thomas,HLAR-FTH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Heavy Lumber Auto Relic,False
George Springer,HLAR-GS,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Heavy Lumber Auto Relic,False
Harold Baines,HLAR-HB,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Heavy Lumber Auto Relic,False
Ichiro,HLAR-I2,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Heavy Lumber Auto Relic,False
Ichiro,HLAR-ICH,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Auto,Heavy Lumber Auto Relic,False
Ian Happ,HLAR-IH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Heavy Lumber Auto Relic,False
Jose Altuve,HLAR-JA,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,Heavy Lumber Auto Relic,False
Johnny Bench,HLAR-JB,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,Heavy Lumber Auto Relic,False
Junior Caminero,HLAR-JC,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,Heavy Lumber Auto Relic,False
Jazz Chisholm Jr.,HLAR-JCJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Jorge Posada,HLAR-JP,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
José Ramírez,HLAR-JR,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,Heavy Lumber Auto Relic,False
Jim Rice,HLAR-JRI,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Heavy Lumber Auto Relic,False
Julio Rodríguez,HLAR-JROD,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Heavy Lumber Auto Relic,False
Juan Soto,HLAR-JS,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Heavy Lumber Auto Relic,False
Joey Votto,HLAR-JV,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,Heavy Lumber Auto Relic,False
Ken Griffey Jr.,HLAR-KG,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Heavy Lumber Auto Relic,False
Kyle Tucker,HLAR-KT,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Heavy Lumber Auto Relic,False
Lawrence Butler,HLAR-LB,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Heavy Lumber Auto Relic,False
Larry Walker,HLAR-LW,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,Heavy Lumber Auto Relic,False
Michael Harris II,HLAR-MH,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Heavy Lumber Auto Relic,False
Mark McGwire,HLAR-MM,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Heavy Lumber Auto Relic,False
Manny Machado,HLAR-MMA,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Heavy Lumber Auto Relic,False
Mike Piazza,HLAR-MP,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Heavy Lumber Auto Relic,False
Mike Schmidt,HLAR-MS,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Heavy Lumber Auto Relic,False
Mike Trout,HLAR-MT,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Heavy Lumber Auto Relic,False
Mark Teixeira,HLAR-MTX,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Nolan Arenado,HLAR-NA,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Heavy Lumber Auto Relic,False
Nomar Garciaparra,HLAR-NG,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Heavy Lumber Auto Relic,False
Ozzie Albies,HLAR-OA,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Heavy Lumber Auto Relic,False
Ozzie Smith,HLAR-OS,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,Heavy Lumber Auto Relic,False
Pete Alonso,HLAR-PA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Heavy Lumber Auto Relic,False
Paul Molitor,HLAR-PM,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Heavy Lumber Auto Relic,False
Paul O'Neill,HLAR-PO,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Ronald Acuña Jr.,HLAR-RAJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Heavy Lumber Auto Relic,False
Reggie Jackson,HLAR-REG,2026 Topps Series 1 Baseball,2026,Baseball,California Angels,Auto,Heavy Lumber Auto Relic,False
Reggie Jackson,HLAR-RJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Heavy Lumber Auto Relic,False
Reggie Jackson,HLAR-RJA,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,Heavy Lumber Auto Relic,False
Shohei Ohtani,HLAR-SO,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Heavy Lumber Auto Relic,False
Sammy Sosa,HLAR-SS,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,Heavy Lumber Auto Relic,False
Trea Turner,HLAR-TT,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Heavy Lumber Auto Relic,False
Vladimir Guerrero Jr.,HLAR-VG,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Heavy Lumber Auto Relic,False
Agustín Ramírez,CCAR-AGU,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Auto,City Connect Swatch Auto Relic,False
Jose Altuve,CCAR-ALT,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,City Connect Swatch Auto Relic,False
Andrew McCutchen,CCAR-AM,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,City Connect Swatch Auto Relic,False
CJ Abrams,CCAR-CA,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,City Connect Swatch Auto Relic,False
Corbin Carroll,CCAR-CC,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,City Connect Swatch Auto Relic,False
Francisco Lindor,CCAR-FL,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,City Connect Swatch Auto Relic,False
George Springer,CCAR-GS,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,City Connect Swatch Auto Relic,False
Jose Altuve,CCAR-JA,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,City Connect Swatch Auto Relic,False
Jackson Holliday,CCAR-JH,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,City Connect Swatch Auto Relic,False
Juan Soto,CCAR-JS,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,City Connect Swatch Auto Relic,False
Nolan Arenado,CCAR-NA,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,City Connect Swatch Auto Relic,False
Nico Hoerner,CCAR-NH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,City Connect Swatch Auto Relic,False
Pete Alonso,CCAR-PA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,City Connect Swatch Auto Relic,False
Rhys Hoskins,CCAR-RH,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,City Connect Swatch Auto Relic,False
Trea Turner,CCAR-TT,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,City Connect Swatch Auto Relic,False
Zach Dezenzo,CCAR-ZD,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,City Connect Swatch Auto Relic,False
Aaron Judge,TFAP-AJU,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Flagship Autograph Patch,False
Bryce Harper,TFAP-BHA,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Flagship Autograph Patch,False
Brooks Lee,TFAP-BLE,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Flagship Autograph Patch,False
Cal Raleigh,TFAP-CRH,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,Flagship Autograph Patch,False
Christian Yelich,TFAP-CYE,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Flagship Autograph Patch,False
George Springer,TFAP-GSR,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Flagship Autograph Patch,False
Ichiro,TFAP-ICH,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Auto,Flagship Autograph Patch,False
Jorge Posada,TFAP-JPO,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Flagship Autograph Patch,False
J.T. Realmuto,TFAP-JTR,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Flagship Autograph Patch,False
James Wood,TFAP-JWO,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,Flagship Autograph Patch,False
Kodai Senga,TFAP-KSE,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Flagship Autograph Patch,False
Lawrence Butler,TFAP-LBU,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Flagship Autograph Patch,False
Logan Webb,TFAP-LWE,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,Flagship Autograph Patch,False
Manny Machado,TFAP-MMO,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Flagship Autograph Patch,False
Ozzie Albies,TFAP-OAL,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Flagship Autograph Patch,False
Royce Lewis,TFAP-RLE,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Flagship Autograph Patch,False
Sal Frelick,TFAP-SFR,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,Flagship Autograph Patch,False
Clark,MDAP-CL,2026 Topps Series 1 Baseball,2026,Baseball,Clark,Auto,Flagship Autograph Patch,False
Mr. Met,MDAP-MM,2026 Topps Series 1 Baseball,2026,Baseball,Mr. Met,Auto,Flagship Autograph Patch,False
Mr. Red,MDAP-MRM,2026 Topps Series 1 Baseball,2026,Baseball,Mr. Red,Auto,Flagship Autograph Patch,False
