player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Trea Turner,ROR-TT,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Real One Relic,False
Vladimir Guerrero Jr.,ROR-VG,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Relic,Real One Relic,False
Will Smith,ROR-WS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Real One Relic,False
Yoshinobu Yamamoto,ROR-YY,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Real One Relic,False
Zach Neto,ROR-ZN,2026 Topps Heritage Baseball,2026,Baseball,Angels,Relic,Real One Relic,False
Andre Dawson,FBR-AD,2026 Topps Heritage Baseball,2026,Baseball,Montréal Expos,Relic,Flashback Relic,False
Carl Yastrzemski,FBR-CY,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Flashback Relic,False
Dave Winfield,FBR-DW,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Flashback Relic,False
George Brett,FBR-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Flashback Relic,False
George Foster,FBR-GF,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Relic,Flashback Relic,False
Jim Rice,FBR-JR,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Flashback Relic,False
Ken Griffey,FBR-KG,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Relic,Flashback Relic,False
Keith Hernandez,FBR-KH,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Flashback Relic,False
Mike Schmidt,FBR-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Flashback Relic,False
Rod Carew,FBR-RC,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Flashback Relic,False
Reggie Jackson,FBR-RJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Flashback Relic,False
Robin Yount,FBR-RY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Flashback Relic,False
Steve Carlton,FBR-SC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Flashback Relic,False
Steve Garvey,FBR-SG,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Flashback Relic,False
Tony Perez,FBR-TP,2026 Topps Heritage Baseball,2026,Baseball,Montréal Expos,Relic,Flashback Relic,False
Ted Simmons,FBR-TS,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Flashback Relic,False
George Brett,CCDR-BW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Dual Relic,False
Bobby Witt Jr.,CCDR-BW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Dual Relic,False
Rod Carew,CCDR-CB,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Dual Relic,False
Byron Buxton,CCDR-CB,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Dual Relic,False
Zack Wheeler,CCDR-CW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Dual Relic,False
Steve Carlton,CCDR-CW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Dual Relic,False
Andre Dawson,CCDR-DW,2026 Topps Heritage Baseball,2026,Baseball,Montréal Expos,Relic,Clubhouse Collection Dual Relic,False
James Wood,CCDR-DW,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Dual Relic,False
Steve Garvey,CCDR-GS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Clubhouse Collection Dual Relic,False
Will Smith,CCDR-GS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Clubhouse Collection Dual Relic,False
Keith Hernandez,CCDR-HA,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Clubhouse Collection Dual Relic,False
Nolan Arenado,CCDR-HA,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Clubhouse Collection Dual Relic,False
Aaron Judge,CCDR-JJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Dual Relic,False
Reggie Jackson,CCDR-JJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Dual Relic,False
Roman Anthony,CCDR-LA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Fred Lynn,CCDR-LA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Dale Murphy,CCDR-MO,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Dual Relic,False
Matt Olson,CCDR-MO,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Dual Relic,False
Ceddanne Rafaela,CCDR-RR,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Jim Rice,CCDR-RR,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Mike Schmidt,CCDR-SH,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Dual Relic,False
Bryce Harper,CCDR-SH,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Dual Relic,False
Joe Torre,CCDR-TA,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Dual Relic,False
Pete Alonso,CCDR-TA,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Dual Relic,False
Dave Winfield,CCDR-WT,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Dual Relic,False
Fernando Tatis Jr.,CCDR-WT,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Dual Relic,False
Alex Bregman,CCDR-YB,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Carl Yastrzemski,CCDR-YB,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Dual Relic,False
Robin Yount,CCDR-YY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Dual Relic,False
Christian Yelich,CCDR-YY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Dual Relic,False
George Brett,CCQR-BWPC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Quad Relic,False
Salvador Perez,CCQR-BWPC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Quad Relic,False
Jac Caglianone,CCQR-BWPC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Quad Relic,False
Bobby Witt Jr.,CCQR-BWPC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Quad Relic,False
Andre Dawson,CCQR-DWCH,2026 Topps Heritage Baseball,2026,Baseball,Montréal Expos,Relic,Clubhouse Collection Quad Relic,False
Dylan Crews,CCQR-DWCH,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Quad Relic,False
James Wood,CCQR-DWCH,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Quad Relic,False
Brady House,CCQR-DWCH,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Quad Relic,False
Giancarlo Stanton,CCQR-JJSB,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Quad Relic,False
Cody Bellinger,CCQR-JJSB,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Quad Relic,False
Aaron Judge,CCQR-JJSB,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Quad Relic,False
Reggie Jackson,CCQR-JJSB,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Quad Relic,False
Marcelo Mayer,CCQR-RLAM,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Quad Relic,False
Jim Rice,CCQR-RLAM,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Quad Relic,False
Fred Lynn,CCQR-RLAM,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Quad Relic,False
Roman Anthony,CCQR-RLAM,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Quad Relic,False
Bryce Harper,CCQR-SHCW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Quad Relic,False
Mike Schmidt,CCQR-SHCW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Quad Relic,False
Steve Carlton,CCQR-SHCW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Quad Relic,False
Zack Wheeler,CCQR-SHCW,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Quad Relic,False
